,alltottils,B-cells,DC,Macrophages,Exhausted CD8,T-cells,CD8 T cells,Neutrophils,Cytotoxic cells,Treg,NK CD56dim cells,Mast cells,NK cells,Th1 cells
TCGA.SX.A7SM.01A.11R.A355.07,4.210990179,1.210090136,2.422495618,8.569799077,3.979413264,4.538579362,5.182573741,3.108097082,4.692110701,2.473579128,1.96259176,2.784292325,1.387038098,3.683808722
TCGA.SX.A7SN.01A.11R.A355.07,4.993467856,1.554400291,2.883017586,9.271221986,4.771041753,4.921624064,4.799952201,6.798509699,5.621725945,3.857383894,2.05405704,9.440095208,1.31676636,4.179598628
TCGA.SX.A7SO.01A.11R.A355.07,3.392551141,0.318725257,1.797243571,7.668021908,3.130578378,2.914662408,3.72363949,3.369690785,3.677343969,1.469417154,0.738824583,3.919978539,1.098594125,2.837075346
TCGA.SX.A7SP.01A.11R.A355.07,5.174511445,1.301619715,5.28747507,10.22835836,5.617672157,5.040251091,6.058029959,4.33299622,6.039051224,3.653071485,0.921917609,8.035554428,3.214460495,4.562944518
TCGA.V9.A7HT.01A.11R.A33Z.07,5.78511178,2.540776536,3.619696071,11.1040465,6.272749625,6.096006301,5.416189698,4.896966367,6.422762564,4.662718215,2.75526378,8.461701429,2.318235717,5.326202953
TCGA.Y8.A898.01A.11R.A355.07,5.369642933,1.716893885,4.76425407,10.70410563,5.625874337,5.633417313,5.925572258,5.670387581,5.996834717,3.012032256,1.50189266,8.156106994,2.375348745,4.628948527
TCGA.F9.A7Q0.01A.11R.A36F.07,5.230876695,2.207920055,0.904447965,6.910394337,5.536933854,6.156662011,7.325807101,3.617287634,6.699658601,4.568561158,1.928981767,10.56725796,2.849257466,5.080866549
TCGA.F9.A8NY.01A.11R.A36F.07,4.834188297,1.116937494,4.996430409,7.376308986,4.88561344,5.559761591,7.431926617,2.307235947,6.558828124,2.784189864,1.482056079,6.172764541,3.708110487,4.525179377
TCGA.G7.A8LB.01A.11R.A36F.07,2.576365695,0.599570418,0.240180383,4.366276163,2.309206257,2.066946916,3.075395078,1.826101143,4.222894581,3.570778638,1.316377911,2.096942249,0.399602811,2.771885579
TCGA.G7.A8LC.01A.11R.A36F.07,4.592873665,1.489720086,1.541872108,6.41820986,4.714594132,5.00045496,5.101296426,2.81181754,6.725095092,3.13450025,2.550005333,6.021660118,2.955960272,4.895103849
TCGA.G7.A8LD.01A.11R.A36F.07,4.150134084,0.855246148,3.788448042,7.504203305,4.52826476,4.645089414,5.476989749,2.638867609,4.74944414,3.426627061,1.885439543,5.547302885,1.876229154,3.370652538
TCGA.G7.A8LE.01A.11R.A36F.07,4.166360956,1.030392878,4.258646699,7.316134343,4.599450024,4.974391829,5.631611852,3.395458574,4.493312661,3.243486296,0.83625682,6.973160376,1.697813127,3.186548097
TCGA.SX.A7SQ.01A.12R.A36F.07,3.428127966,1.121428832,1.505643852,8.150722956,3.160202595,3.433352525,3.18809786,3.315253881,3.790926901,1.155166339,0.716547507,7.301190943,0.628147212,1.942758453
TCGA.SX.A7SR.01A.12R.A36F.07,4.975241599,1.23298296,3.647650546,9.906491358,4.84220197,4.838396434,4.879046827,5.996269954,5.476095841,3.011817633,1.96918751,10.11920322,2.017531092,4.117944335
TCGA.SX.A7SS.01A.11R.A36F.07,4.47059572,0.891757418,2.291312902,8.134979347,4.983487756,4.40895416,5.735092471,3.892413691,5.358921309,3.517515073,1.588526984,8.868346267,1.905800139,3.743159475
TCGA.SX.A7SU.01A.11R.A36F.07,4.489252987,1.051440064,3.666874472,8.238016842,4.914115503,5.14558706,6.124498983,3.183571542,5.382476626,3.225922701,1.109510798,7.415417176,1.732873878,3.934856141
TCGA.Y8.A894.01A.11R.A36F.07,2.415092446,0.607087639,1.4209222,5.448846993,2.429446808,2.369568349,2.521920212,1.620341188,2.499451118,2.338652604,1.283626258,5.874513245,0.623260596,1.589284107
TCGA.Y8.A895.01A.11R.A36F.07,4.343086297,1.239110369,1.095833949,7.471162226,4.282047585,4.410704224,4.654236212,6.467546786,4.722447741,3.315087958,0.834034151,7.344934543,1.576211998,3.822363055
TCGA.Y8.A896.01A.11R.A36F.07,6.443913394,3.615161179,2.055655789,9.602207881,6.744829241,6.900680841,7.69729387,6.186789022,6.95343067,7.360053439,3.03767807,9.299188105,3.556492587,5.248048998
TCGA.Y8.A897.01A.11R.A36F.07,5.301676125,1.957249996,3.573778579,10.03283169,5.850340539,5.710542944,6.974488925,4.986476471,5.834542251,4.849964242,1.663546189,7.68735486,2.670419796,3.068137654
TCGA.4A.A93W.01A.11R.A37K.07,4.29325491,1.975015195,4.280380852,7.458808818,4.520862985,4.91076522,4.790101077,3.010148711,5.302728399,3.245480451,1.188344458,6.783189771,2.183928377,3.921683868
TCGA.4A.A93X.01A.11R.A37K.07,2.760263304,0.317748232,1.247267144,7.820263078,2.462465045,2.068654442,2.536224807,2.867017554,2.512302149,1.463517834,1.062038338,0.940357121,0.486302302,0.906505826
TCGA.4A.A93Y.01A.11R.A37K.07,7.294047736,6.985213981,6.788694881,12.20905282,7.578533689,7.722419454,8.136960424,5.31087456,7.560828671,6.655477773,3.400870709,6.447361154,3.85078297,6.119661203
TCGA.B9.A8YH.01A.11R.A37K.07,5.034377283,1.448532981,3.941432076,10.10110541,5.265219264,5.4908668,5.252711054,3.955075848,5.684772883,3.061309622,1.00354736,9.40779674,1.892696445,5.349630663
TCGA.B9.A8YI.01A.21R.A37K.07,3.940037922,0.834306513,3.269528116,8.355468253,4.190268911,4.667474328,3.658094663,3.463022842,4.227535666,2.051859299,1.460272046,2.750071196,0.975377245,3.376151442
TCGA.GL.A9DC.01A.11R.A37K.07,4.039751405,0.746036894,2.266169298,8.849769177,3.834914726,3.701291476,4.369908198,3.290692375,4.447237765,1.514803986,0.859926592,9.729068492,2.921689701,3.072397398
TCGA.GL.A9DD.01A.11R.A37K.07,5.897761973,2.247753389,4.640780541,11.04232775,5.71560745,6.481356032,5.919309625,6.06737709,6.530598392,4.301382787,3.121100905,6.357224171,1.974477827,5.345903728
TCGA.GL.A9DE.01A.11R.A37K.07,4.272792794,0.928006899,1.989694859,8.762466677,4.287111392,4.546112517,4.607021278,3.319272997,4.819542689,3.638421433,1.436982875,1.23132933,2.154267065,3.289775458
TCGA.GL.A9DE.11A.11R.A37K.07,3.258851203,1.885449028,4.821058898,5.009958744,4.636676595,2.869535016,3.659279437,2.128300234,3.711309026,4.173287369,1.133636325,2.833918186,1.401664989,2.863343811
TCGA.WN.A9G9.01A.12R.A37K.07,8.419294736,2.762504889,3.684227527,10.40249133,10.22642548,10.20920971,13.06857406,5.353945803,10.72854635,4.509037042,4.214821763,4.518360367,6.139760979,6.922847201
TCGA.Y8.A8RY.01A.11R.A37K.07,5.478440054,1.702989942,3.332791339,9.376468512,5.939114028,5.983440695,6.491037071,4.902348462,6.37697309,2.831856978,2.621258536,10.1826474,2.333236631,4.853172298
TCGA.Y8.A8RY.11A.11R.A37K.07,2.92569475,1.125985725,4.765579007,5.817569201,4.387048771,1.985570449,3.179486785,2.199731055,3.415081229,3.147648606,0.953811176,2.35399094,0.640461179,1.957208861
TCGA.Y8.A8RZ.01A.11R.A37K.07,3.53070691,0.19334966,2.105959922,8.741321763,3.426227376,3.194424813,3.738609083,3.705544427,3.862340997,2.163144456,0.697977468,2.544366421,1.996805201,1.313013609
TCGA.Y8.A8S0.01A.11R.A37K.07,3.424753073,0.706248564,3.227196502,8.311228867,2.936090784,3.604712242,3.218077371,3.367826448,3.267450345,3.014391003,0.51015567,7.683480191,0.69118637,2.605992056
TCGA.Y8.A8S1.01A.11R.A37K.07,6.592550314,5.50371384,7.341817602,12.66018864,5.899691935,6.476131497,7.623776487,6.223835626,6.767120421,4.729862702,3.865523665,6.334981168,3.061506947,5.751064643
TCGA.2K.A9WE.01A.11R.A38C.07,6.742266125,4.72754285,6.208887348,11.98882087,7.047513756,6.499424724,7.464977225,6.017863188,7.269576977,4.813109059,2.185516211,8.924878444,4.206206039,5.819594106
TCGA.2Z.A9J1.01A.11R.A38C.07,5.215353697,3.370997291,3.612114065,9.076080826,5.046025384,5.780234664,6.329143611,4.381405711,5.849419791,4.113142047,1.368328735,8.369368877,2.354693327,4.987652848
TCGA.2Z.A9J2.01A.11R.A38C.07,4.606676568,3.634839549,3.735311412,7.649624554,4.444723343,5.037101759,5.754275768,3.578453629,5.315023793,4.414027259,1.523660828,2.752355747,1.974354359,4.096438974
TCGA.2Z.A9J3.01A.12R.A38C.07,2.667392922,0.401433685,0.49678825,5.500158369,2.660223054,2.278887529,3.701513445,2.78932143,3.572311215,2.915941506,0.757235409,5.780098668,0.410432288,1.49036475
TCGA.2Z.A9J5.01A.21R.A38C.07,5.892242842,2.658135609,4.034831649,10.48919485,6.092038057,6.4039379,7.228040103,4.840709039,7.33055833,3.515914256,1.775467165,7.776250467,3.113121445,5.763764768
TCGA.2Z.A9J6.01A.11R.A38C.07,4.443639781,1.790298325,2.835988637,8.721260397,4.742551145,5.264516384,4.586157405,3.438721151,5.277967147,2.595145568,1.52876724,6.729387143,1.13044724,4.128606853
TCGA.2Z.A9J7.01A.11R.A38C.07,2.809559922,0.471808773,1.534980213,6.441588574,2.810726321,2.748746851,3.228808817,2.546764015,3.316556863,2.771357409,0.648504954,7.398154983,0,2.767993718
TCGA.F9.A97G.01A.11R.A38C.07,5.168765925,2.778518529,4.508378499,10.39731985,5.228664572,5.082885155,5.717982523,4.472070916,5.748881761,2.756297448,2.178615231,2.380162722,1.499228141,4.223839543
TCGA.UN.AAZ9.01A.11R.A38C.07,4.160906853,0.671644306,1.00108708,6.7533143,3.850488033,4.373523859,4.83824349,3.119453777,5.941507152,1.652188173,1.918651965,8.398865976,1.849157322,3.714234526
TCGA.UZ.A9PJ.01A.11R.A38C.07,2.916669804,0.448477166,1.103861282,7.402757977,3.000596548,2.423593809,3.164753384,2.651353503,3.216886858,2.216982489,0.50043297,5.354512177,0.845030043,1.388630408
TCGA.UZ.A9PK.01A.11R.A38C.07,4.366771049,1.266688616,2.120198209,9.49461982,4.492941402,4.587125978,4.421793014,5.380958145,4.452727238,3.847816558,1.303318237,7.778593047,0.698594522,3.22252638
TCGA.UZ.A9PL.01A.11R.A38C.07,2.992352436,0.204206606,0.592890391,5.968260393,3.004023928,2.787471747,4.048323256,2.061626758,4.584821297,2.983385843,0.957843364,6.976271186,0.915020585,2.216206505
TCGA.UZ.A9PM.01A.21R.A38C.07,5.65888633,2.889705576,4.544312991,10.63316301,5.637169098,5.839522438,6.473450099,4.360067017,6.535450493,3.992958723,2.72389316,6.857418568,2.965035349,4.922716402
TCGA.UZ.A9PN.01A.11R.A38C.07,5.508594193,4.351852859,4.806007396,8.115378235,5.489162975,6.339040766,7.75389616,3.439803486,6.200863714,4.472032796,2.015070434,5.742042335,2.370069241,4.844340455
TCGA.UZ.A9PO.01A.11R.A38C.07,4.744031769,2.691623288,3.259357457,10.1967922,4.71985841,4.84430869,4.803453047,3.789109012,4.809118489,2.553065544,1.623294945,5.201971912,1.651248479,3.682101311
TCGA.2Z.A9J8.01A.11R.A42S.07,4.475944275,0.777071055,1.806255985,8.345888618,5.23530854,4.883629759,5.217903131,3.387242004,5.335457014,4.155263504,1.974387236,4.09724723,2.216341092,3.061015775
TCGA.2Z.A9J9.01A.11R.A42S.07,4.622998048,1.91341457,3.430967523,7.449284034,4.32610609,4.443294253,4.540956463,3.374205004,6.351054737,2.552229498,3.239437296,7.398472783,1.36753389,5.262929205
TCGA.2Z.A9JD.01A.11R.A42S.07,3.591401345,0.650599018,2.501698292,7.121736449,2.615434925,3.329900683,3.619877623,4.534012955,4.881347172,2.057935421,0.720259534,2.608658465,0.741094188,3.803929611
TCGA.2Z.A9JE.01A.11R.A42S.07,2.767909464,0.757164478,2.344888348,7.342757892,2.599740525,2.878504869,1.902068552,3.298021431,2.963145255,2.989375198,0.447661736,5.587239919,0.521830048,1.569393872
TCGA.2Z.A9JG.01A.11R.A42S.07,4.826594913,2.295959974,2.892071737,8.817635403,4.548379202,5.300837603,5.763789043,3.691888451,5.418002477,3.245495663,1.510262788,5.829770212,2.124930221,4.576715613
TCGA.2Z.A9JI.01A.11R.A42S.07,6.417355425,6.02807234,4.069726038,9.545606502,6.298420408,6.39889056,7.06026612,5.948666869,7.015382294,5.253588462,3.651291452,5.520608504,3.56999753,4.880783465
TCGA.2Z.A9JJ.01A.11R.A42S.07,4.256750073,1.857144288,4.832434398,9.249200906,3.827757659,4.32027511,3.697868926,4.489694606,4.305667762,2.563621866,2.272334884,7.609388983,1.443557412,2.357411247
TCGA.2Z.A9JK.01A.11R.A42S.07,5.526318192,2.765023269,6.09341886,8.876293532,5.508911421,5.967642103,6.310808168,4.489237763,6.268821007,6.421724873,2.628713519,6.408807354,3.725515564,4.464001651
TCGA.2Z.A9JL.01A.11R.A42S.07,4.852955463,4.27518778,3.290150965,9.220663258,4.977701769,5.118800843,4.858310341,3.419232345,5.210425271,4.645557566,1.097162947,8.664985315,2.243012778,3.736117762
TCGA.2Z.A9JM.01A.12R.A42S.07,5.679340067,3.057446083,4.422247763,9.940163326,5.831826269,6.298490125,6.588424977,6.466897314,6.34415537,2.149682095,1.71636243,6.64273496,1.710248246,4.579886114
TCGA.2Z.A9JN.01A.21R.A42S.07,3.897180608,1.108662181,4.427679793,7.021716036,3.997035726,4.3198532,4.544449154,2.543575321,4.24205362,4.160904058,1.563993851,6.69767981,1.850443045,3.439077869
TCGA.2Z.A9JO.01A.11R.A42S.07,4.208403748,1.622927128,4.694626381,8.319451706,4.228666158,4.620899418,4.826147845,3.003367015,4.993816622,2.709908171,1.424970523,5.775991791,1.575147265,3.587881004
TCGA.2Z.A9JP.01A.11R.A42S.07,4.340777575,0.968912342,4.271202953,9.719559165,4.663640397,4.711969946,5.666753184,3.427434633,5.109065519,1.977243283,0,4.133878449,1.883832943,3.794207895
TCGA.2Z.A9JR.01A.12R.A42S.07,5.07889463,2.209855532,2.675831503,9.657280491,5.384242896,5.626417952,6.710260281,4.548884009,5.606516554,2.94512073,1.126407609,6.973870316,1.551240445,4.509062386
TCGA.2Z.A9JS.01A.21R.A42S.07,3.835451461,0.735424733,0.83073723,7.877246196,3.575088187,3.578859248,4.7758181,3.078975733,4.730987101,2.854953135,1.211613865,8.143576992,1.256341227,3.702103407
TCGA.2Z.A9JT.01A.11R.A42S.07,5.609435906,2.013367213,4.010164576,9.493954706,5.494560515,6.224877474,7.696079846,4.855762314,7.216274814,0,1.924819211,7.69579119,3.343854751,5.441606311
TCGA.P4.AAVK.01A.11R.A42S.07,4.16664068,0.694511434,3.855302451,9.296936819,4.13738981,4.470036201,4.49570737,3.814141573,4.999005704,2.626112011,1.342852377,4.744911809,1.209197989,3.018527357
TCGA.P4.AAVL.01A.11R.A42S.07,4.241936412,0.507691427,3.505222045,8.073355412,5.196435761,4.060515322,4.490558578,3.304486976,5.556923637,2.229710962,2.044825917,7.437622784,2.360751701,3.585575516
TCGA.P4.AAVM.01A.11R.A42S.07,3.116877159,0.204712844,4.058365104,9.144037319,2.997937351,2.066856736,3.804743522,2.521104614,2.73036704,0,0.432208695,3.70189272,0.7312152,2.859094923
TCGA.P4.AAVO.01A.11R.A42S.07,2.315327158,0.485362933,1.983865747,7.329555516,1.969333086,1.381833202,1.250375537,3.150682365,1.681589988,2.507870736,0.237523774,3.135195762,0.316698365,1.517981118
TCGA.UZ.A9PP.01A.11R.A42S.07,4.047563716,1.515998411,3.481986582,8.133575925,3.970929433,4.287634735,5.340436792,3.128642322,4.622414647,1.996605677,0.727736213,8.568854906,1.953752943,2.933289359
TCGA.UZ.A9PQ.01A.11R.A42S.07,2.676457283,0.736782138,1.968471145,5.9868195,2.779287461,1.905517881,2.722081458,1.917454168,3.513849903,1.727876901,0.809378106,3.890767937,0.156767526,2.988611982
TCGA.UZ.A9PR.01A.11R.A42S.07,3.393250784,0.470492575,1.39470801,8.595960306,3.555957001,2.771833184,3.150680985,3.634239178,3.267826432,2.466366093,0.479109607,7.431735941,1.188846293,1.62349233
TCGA.UZ.A9PS.01A.11R.A42S.07,3.553062128,1.258407396,2.110487106,8.006632423,3.271248243,3.265050141,3.474175636,3.106281791,4.235837514,2.480627043,1.381806216,5.392062507,0.424121441,3.273918654
TCGA.UZ.A9PS.05A.11R.A42S.07,5.54362395,2.357699641,2.771025121,9.749415343,5.623495344,6.003295785,6.459127236,3.546531453,6.536264211,5.067901111,2.618415352,4.130607435,3.579956358,4.754304963
TCGA.UZ.A9PU.01A.11R.A42S.07,4.131144052,0.46761931,1.449464878,8.825405509,4.33697086,4.066318379,3.930475537,4.845009162,4.728712794,2.774628947,1.084699747,7.415735134,1.595555881,2.765640823
TCGA.UZ.A9PV.01A.11R.A42S.07,2.821230776,0.184994662,0.391255352,6.697012116,2.640500157,2.292648542,3.404755838,2.155324208,3.229352177,3.222959083,0.805242352,5.920230495,0.619788461,2.442173853
TCGA.UZ.A9PX.01A.11R.A42S.07,4.31677064,1.227389627,3.345996734,9.036879071,4.624180611,4.553425168,4.771759754,3.530224778,4.727725178,2.77089246,1.365615967,9.836116447,1.898781391,2.75947545
TCGA.UZ.A9PZ.01A.11R.A42S.07,3.824228433,0.87629315,1.105807353,7.488307918,4.077332531,4.064518831,3.336505172,5.098135551,4.437978128,2.520070175,0.783812065,9.644549197,1.049853129,3.445528081
TCGA.UZ.A9Q0.01A.12R.A42S.07,4.345975292,1.492243384,2.469736076,8.339043324,4.115310493,4.416982845,4.791261714,4.17467596,4.873282173,3.674031214,1.818929086,8.512822922,1.651021567,3.986966061
TCGA.UZ.A9Q1.01A.11R.A42S.07,3.826562094,0.447595275,1.177675238,7.372321466,3.578496176,4.091406971,5.109260281,2.861846486,4.686526004,2.676019113,0.403099921,1.362929689,1.675827602,3.496730769
TCGA.WN.AB4C.01A.11R.A42S.07,4.973766896,1.291901512,2.927121289,8.997455221,5.061596083,4.644996529,6.212231121,4.621990083,6.19514742,2.656565014,1.891564242,3.614158323,2.802114894,3.976070301
TCGA.2Z.A9JQ.01A.11R.A42S.07,3.841685712,1.628702408,3.330917738,7.000468277,3.798785853,4.153995109,4.477457151,4.207627973,5.081701105,1.695815692,1.038396621,8.219381118,0.708054226,3.73530554
TCGA.AB.2982.03B.01T.0748.13,7.422785855,8.099194985,1.416397383,7.036631249,7.787897927,9.115267862,8.565712636,5.926118526,8.371753841,3.78758918,3.411832107,10.77574694,4.530067878,6.168557801
TCGA.AB.3005.03A.01T.0736.13,6.619088361,5.524643225,3.593582597,8.428284502,7.881814142,6.504796705,6.564487092,6.167283799,7.16235978,5.460965306,2.351812283,3.676577385,3.592667741,6.013605182
TCGA.AB.2954.03A.01T.0736.13,6.486067264,6.146546939,1.08830495,10.84032699,6.934185078,6.489601618,4.375580437,9.04238442,5.813998481,3.78184228,2.740207682,8.953582758,0.987176909,4.601601443
TCGA.AB.2868.03A.01T.0736.13,8.739513381,8.231021944,1.088881462,8.337123081,8.400365266,9.251657178,7.916831329,10.20979837,9.696037036,6.092556312,6.425192677,12.29273976,5.565751428,8.556611044
TCGA.AB.2824.03A.01T.0736.13,6.958607122,5.646847135,1.695587513,9.468887512,7.653983442,5.972035807,6.875686389,7.288378372,7.577149085,2.812908899,2.939966374,6.587976975,4.09033052,6.356839278
TCGA.AB.2862.03A.01T.0736.13,6.461314176,7.004455323,1.000432744,6.000427907,6.992533686,8.273242354,6.781552694,4.458000193,8.21427829,3.827544683,2.855026948,10.19643428,2.548577089,5.907674247
TCGA.AB.2836.03A.01T.0736.13,7.604320009,6.489021415,2.605452192,11.57168558,7.968851432,6.994849038,7.032041735,9.125786162,7.517151804,5.086885648,3.617415434,8.591227483,2.558534037,6.421379849
TCGA.AB.2871.03A.01T.0735.13,8.147929041,8.597486105,0.923114658,6.799920108,8.771754476,9.530159651,8.988039237,4.47516891,9.6605498,6.204582881,5.694838125,8.960369454,4.657985415,8.721377103
TCGA.AB.2869.03A.01T.0735.13,7.001754367,6.663840629,0.567732762,6.775980341,7.526928171,8.063299313,5.611037225,4.631928409,8.460115543,4.649787882,4.007218297,9.742849126,4.326684669,7.495093115
TCGA.AB.2952.03B.01T.0760.13,8.104770315,8.033892675,2.820816569,9.986464163,9.232173747,8.160984713,8.137478057,8.733653221,8.072398689,6.853668859,4.660642785,8.966124729,3.834159573,7.368630428
TCGA.AB.2820.03A.01T.0735.13,7.43771335,7.653212375,0.695842962,8.244982496,8.840263772,6.243960857,4.59477149,5.556251204,8.810303037,3.823025794,6.928672826,7.837172333,3.186945342,7.655615869
TCGA.AB.2981.03B.01T.0748.13,6.978392296,4.831189337,3.602453169,11.91182854,6.998581605,5.724104489,3.907710862,9.8604434,7.008413812,3.43103453,4.095345289,6.487500746,2.353677687,4.957914599
TCGA.AB.2870.03A.01T.0735.13,7.288893609,6.591047934,2.707123723,10.83525126,7.654355527,7.41041871,5.606674473,8.298271898,7.244970814,4.402974517,4.15188807,11.50507299,2.607939226,6.24826347
TCGA.AB.2900.03A.01T.0735.13,6.023188301,5.13989192,0.304905862,12.01131167,6.126927358,4.642035444,4.248690809,7.280338094,6.445494513,3.548621574,2.655124445,9.870981817,0.609811724,3.922426225
TCGA.AB.2897.03A.01T.0735.13,6.199832572,5.907108921,1.183679634,6.956832373,6.196343789,7.813020143,5.910010368,6.329441365,7.520405146,4.781034415,2.63358062,10.27859285,2.603972946,4.689450132
TCGA.AB.2928.03A.01T.0740.13,5.536637213,5.545389649,0.238718951,5.619791534,8.134553482,4.698223218,4.847405956,3.437930476,6.146935824,3.837317602,3.387611508,2.77843078,1.111676593,4.739491704
TCGA.AB.3000.03A.01T.0736.13,6.045299974,5.743475745,1.313301188,9.160756023,7.268692524,5.182889983,4.463113815,7.414906053,7.085423166,4.1474451,1.929118687,9.53171173,0.948065403,4.44648122
TCGA.AB.3009.03A.01T.0736.13,6.378670443,6.355252741,1.204293823,6.750096982,8.207346184,7.207329248,5.999348137,5.044072214,6.722733137,2.695815692,3.486669659,7.803924968,1.366407254,6.00654713
TCGA.AB.2861.03A.01T.0736.13,6.355664826,4.560237545,2.348760338,10.44181407,6.306535422,5.998609188,5.31696457,6.239123371,6.978367979,4.452041865,3.636702339,4.282743915,2.477186656,5.435141836
TCGA.AB.2988.03B.01T.0748.13,5.693983257,6.824964106,0.66893356,6.921903082,6.554261414,5.209482223,4.090238473,5.489464759,6.134196333,3.135649782,2.074734894,4.941497563,1.479184269,4.418014493
TCGA.AB.2877.03A.01T.0735.13,6.074391111,4.756699301,0.829351345,6.162450992,7.178867209,6.871535955,5.817215286,4.074338609,7.608234098,4.132387651,2.827405795,9.212503055,2.825053267,5.645488397
TCGA.AB.2936.03A.01T.0740.13,8.014362098,8.078647905,0.85218812,8.614897214,8.524943697,8.908141315,8.135450803,7.480456917,8.564698838,5.740169326,5.233520905,7.65164617,3.698848547,7.282334157
TCGA.AB.2972.03A.01T.0734.13,6.416224394,5.760685569,0.734254162,6.186818358,7.314102248,8.019287031,5.976576475,5.156143871,7.613560189,4.771161937,3.508403111,5.938350671,3.032992055,5.467383831
TCGA.AB.2837.03A.01T.0736.13,7.357024018,6.685896228,1.976067372,12.25381755,7.406435452,5.95022458,5.49183615,9.488192393,7.003704106,4.771156654,3.882534661,7.651694347,2.792120448,5.452223117
TCGA.AB.2888.03B.01T.0748.13,8.225565189,6.152486903,2.368203079,11.6395875,8.419708061,8.897103002,7.537295658,9.886680562,8.074324388,5.210353794,4.584618796,8.005436233,3.888462342,6.739268911
TCGA.AB.2875.03A.01T.0735.13,7.269840012,6.241044151,1.32341813,8.01932257,8.29407336,8.336287512,7.237079672,6.321383495,7.796117795,4.990641789,3.650406305,10.03859985,3.483008087,7.067202005
TCGA.AB.2886.03A.01T.0735.13,6.311809014,6.151122027,1.194480207,7.142001083,7.239124789,7.289776613,6.292022039,4.851783277,6.473019281,3.530120696,3.249454433,9.544091785,2.265216052,5.519639398
