"","yhat","obs","resid"
"ICP20th.L11.ICPKilo.ROI01.TME.A03",20.5270105789766,35.9749147257522,0.809467729261186
"ICP20th.L11.ICPKilo.ROI02.TME.A05",25.6196415665923,16.1475566891855,-0.665934406592788
"ICP20th.L11.ICPKilo.ROI03.TME.A07",28.7916877592268,39.2541759918513,0.447193779253859
"ICP20th.L11.ICPKilo.ROI04.TME.A09",19.9180578176997,13.6465145560428,-0.545544458307759
"ICP20th.L11.ICPKilo.ROI05.TME.A11",17.2815506193001,17.1304523571735,-0.0126694231973241
"ICP20th.L11.ICPKilo.ROI06.TME.B01",16.7563913674919,19.9039049096868,0.248340012420031
"ICP20th.L11.ICPKilo.ROI07.TME.B03",20.8921458860616,11.3277322888162,-0.883101607578623
"ICP20th.L11.ICPKilo.ROI08.TME.B05",33.4126322152534,27.2796143145794,-0.292570393933169
"ICP20th.L11.ICPKilo.ROI09.TME.B07",27.3316721093862,38.9852964959123,0.512356382329765
"ICP20th.L11.ICPKilo.ROI10.TME.B09",9.92088573487323,3.63114400894832,-1.45004478223821
"ICP20th.L11.ICPKilo.ROI100.TME.A11",10.8667672308875,11.0963528845339,0.0301627589569033
"ICP20th.L11.ICPKilo.ROI101.TME.B01",12.1128121313289,19.0493615398567,0.653208802545995
"ICP20th.L11.ICPKilo.ROI102.TME.B03",10.2949997819669,8.47637384352843,-0.28042467630649
"ICP20th.L11.ICPKilo.ROI103.TME.B05",9.76714540507799,11.2821596746099,0.208034380813454
"ICP20th.L11.ICPKilo.ROI104.TME.B07",12.5378146184728,8.96777370848946,-0.48346412469789
"ICP20th.L11.ICPKilo.ROI105.TME.B09",8.49145311966851,6.20636717207507,-0.452262409431238
"ICP20th.L11.ICPKilo.ROI106.TME.B11",8.39926712908626,6.33223175314489,-0.407549394663005
"ICP20th.L11.ICPKilo.ROI107.TME.C01",7.65406275395144,4.62073182738471,-0.728104366898355
"ICP20th.L11.ICPKilo.ROI108.TME.C03",21.6160636096816,22.8013559400731,0.0770157952289177
"ICP20th.L11.ICPKilo.ROI109.TME.C05",12.4260636597659,16.2760992154329,0.389385629436118
"ICP20th.L11.ICPKilo.ROI11.TME.B11",11.2940300144289,6.39417351860034,-0.820730570310398
"ICP20th.L11.ICPKilo.ROI110.TME.C07",13.4989367986788,21.0094718655187,0.638194113699147
"ICP20th.L11.ICPKilo.ROI111.TME.C09",22.929075415351,12.130417312764,-0.918548998159237
"ICP20th.L11.ICPKilo.ROI112.TME.C11",22.9332149788778,14.0255383973532,-0.709382466189766
"ICP20th.L11.ICPKilo.ROI113.TME.D01",13.3628879036804,13.6288379637208,0.028430731080642
"ICP20th.L11.ICPKilo.ROI114.TME.D03",6.23516901545653,3.82161837795151,-0.706244947646419
"ICP20th.L11.ICPKilo.ROI115.TME.D05",3.06059371622595,5.15395042890055,0.751867116768272
"ICP20th.L11.ICPKilo.ROI116.TME.D07",7.14552811281365,4.83203720305659,-0.564409079819379
"ICP20th.L11.ICPKilo.ROI117.TME.D09",9.59159550306193,4.84089176905968,-0.986497979378217
"ICP20th.L11.ICPKilo.ROI118.TME.D11",8.58657687245793,6.86608623241211,-0.322595124225115
"ICP20th.L11.ICPKilo.ROI119.TME.E01",11.9575192408997,21.7026361436147,0.859952179681307
"ICP20th.L11.ICPKilo.ROI12.TME.C01",6.44284565510992,8.88182298019098,0.463157783901627
"ICP20th.L11.ICPKilo.ROI120.TME.E03",18.2339402617897,24.0731973269649,0.400801414662336
"ICP20th.L11.ICPKilo.ROI121.TME.E05",9.67288557292474,4.97729681148501,-0.958583910471539
"ICP20th.L11.ICPKilo.ROI122.TME.E07",5.24824565303209,3.43694749522895,-0.610707436876863
"ICP20th.L11.ICPKilo.ROI123.TME.E09",17.4741468160558,15.5703715694772,-0.166418643885557
"ICP20th.L11.ICPKilo.ROI124.TME.E11",19.1456254123258,41.8342181531251,1.12766868443043
"ICP20th.L11.ICPKilo.ROI125.TME.F01",8.38664242428955,7.57608670908342,-0.146640503451649
"ICP20th.L11.ICPKilo.ROI126.TME.F03",3.9673564855609,3.2048968059436,-0.307900131772285
"ICP20th.L11.ICPKilo.ROI127.TME.F05",8.47359327814425,11.4491713348757,0.434197395174292
"ICP20th.L11.ICPKilo.ROI128.TME.F07",6.79648235477258,7.1933116513521,0.0818678644370863
"ICP20th.L11.ICPKilo.ROI129.TME.F09",18.0272663565992,6.74834998729619,-1.4175739413188
"ICP20th.L11.ICPKilo.ROI13.TME.C03",9.32203055842213,12.3670982765973,0.407790889574255
"ICP20th.L11.ICPKilo.ROI130.TME.F11",6.8438410074365,7.27462577587335,0.0880667899767791
"ICP20th.L11.ICPKilo.ROI131.TME.G01",5.31486490343229,3.69748588559576,-0.5234883807571
"ICP20th.L11.ICPKilo.ROI132.TME.G03",9.95986598958243,30.4273298544607,1.61116949991725
"ICP20th.L11.ICPKilo.ROI133.TME.G05",9.62106222638928,17.2597659334603,0.843144809090188
"ICP20th.L11.ICPKilo.ROI134.TME.G07",10.8300128878592,16.1352702201904,0.575182779319644
"ICP20th.L11.ICPKilo.ROI135.TME.G09",13.8444000566874,17.0715934464606,0.302295188185427
"ICP20th.L11.ICPKilo.ROI136.TME.G11",22.4407804654441,18.4696426495512,-0.280966898809808
"ICP20th.L11.ICPKilo.ROI137.TME.H01",18.8570623002209,10.9991025530781,-0.777719124158072
"ICP20th.L11.ICPKilo.ROI138.TME.H03",2.79908249076288,3.7393968832128,0.417851595968571
"ICP20th.L11.ICPKilo.ROI139.TME.H05",4.57357696028575,3.9829056956248,-0.199501606713912
