"","ZZ203-PP02-A01","ZZ203-PP02-A02","ZZ203-PP02-A03","ZZ203-PP02-A04","ZZ203-PP02-A05","ZZ203-PP02-A06","ZZ203-PP02-A07","ZZ203-PP02-A08","ZZ203-PP02-A09","ZZ203-PP02-A10","ZZ203-PP02-A11","ZZ203-PP02-A12","ZZ203-PP02-B01","ZZ203-PP02-B02","ZZ203-PP02-B03","ZZ203-PP02-B04","ZZ203-PP02-F10","ZZ203-PP02-F11","ZZ203-PP02-F12","ZZ203-PP02-G01","ZZ203-PP02-G02","ZZ203-PP02-G03","ZZ203-PP02-G04","ZZ203-PP02-G05","ZZ203-PP02-G06","ZZ203-PP02-G07","ZZ203-PP02-G08","ZZ203-PP02-G09","ZZ203-PP04-A01","ZZ203-PP04-A02","ZZ203-PP04-A03","ZZ203-PP04-A04","ZZ203-PP04-A05","ZZ203-PP04-A06","ZZ203-PP04-A07","ZZ203-PP04-A08","ZZ203-PP04-A09","ZZ203-PP04-A10","ZZ203-PP04-A11","ZZ203-PP04-A12","ZZ203-PP04-B01","ZZ203-PP04-B02","ZZ203-PP04-B03","ZZ203-PP04-B04","ZZ203-PP04-F09","ZZ203-PP04-F10","ZZ203-PP04-F11","ZZ203-PP04-F12","ZZ203-PP04-G01","ZZ203-PP04-G02","ZZ203-PP04-G03","ZZ203-PP04-G04","ZZ203-PP04-G05","ZZ203-PP04-G06","ZZ203-PP04-G07","ZZ203-PP04-G08"
"ADM",58.6187985049177,61.648087160103,50.7771526916573,32.9409177435479,34.4850765830982,8.35795420468152,3.43744936325309,5.04692788773456,55.3277340020706,51.0076808794665,48.3417602419672,34.6808523755951,32.8745511557394,7.34723292736511,5.06685483336981,4.28161620810541,69.4574628737135,91.5289296098125,98.0035553259162,40.0877079752754,21.3846649370938,14.9527185230257,101.862917041863,90.7113932321933,83.8833204615519,44.6260241147739,22.0833935141518,10.6352379535993,73.7457582819181,74.6052048146196,63.6854776203491,54.8070616093497,26.5217562635708,8.82264461967479,7.46641870624348,9.56604239953215,66.683280994152,71.7296146715642,73.466550124969,46.1152010749544,36.157610013226,12.6158879776312,9.21990389220399,7.2889009590156,97.8265504162625,94.9211945750231,68.3841979822662,36.814504282054,20.3418826734634,11.9264955406976,96.7801753200682,109.071019889925,69.7694256471006,42.2737990003189,14.034570412321,11.0021887927443
"AICDA",9.13539716959756,8.54973471563471,4.09493166868204,2.60059876922747,7.741547804369,4.77597383124658,3.86713053365972,5.04692788773456,11.3910040592498,5.60523965708423,5.26801233406053,3.78336571370129,5.9250644524879,6.82243057541047,2.53342741668491,3.62290602224304,21.7905765878317,14.3013952515332,28.0010158074046,11.4536308500787,13.6084231417869,10.6805132307327,27.5305181194225,20.9333984381985,13.2447348097187,16.7347590430402,19.8750541627366,12.9986241655102,16.2958791709108,11.8748768909083,8.4538244628782,11.0103471983069,7.57764464673452,7.42959546919982,6.62116375836686,6.68104548538755,12.1458833239348,13.1545660124322,12.3681060816446,10.9040869536838,11.0959861416249,6.96502148765056,6.8147115724986,6.15507192094652,15.652248066602,19.269716191922,17.5063546834602,10.8277953770747,11.3010459297019,13.7900104689315,10.0812682625071,17.1495314292335,18.2574197955029,12.4334702942115,14.034570412321,13.964316544637
"AIRE",8.37411407213109,5.8498184896448,7.37087700362768,2.60059876922747,4.22266243874672,5.17397165051713,6.44521755609953,4.41606190176774,4.88185888253564,7.47365287611229,4.02848002016393,4.83430063417387,5.9250644524879,3.67361646368256,2.53342741668491,3.62290602224304,28.6001317715291,17.1616743018399,23.3341798395039,10.4991616125721,9.72030224413357,19.2249238153188,22.024414495538,34.8889973969975,22.0745580161979,16.7347590430402,15.4583754599062,20.088782801243,16.2958791709108,17.554165838734,12.3989425455547,12.4783934914144,10.6087025054283,11.9183093985081,10.1430593745194,13.0584070850757,16.670820248538,12.1617685775316,17.5627106359354,17.2648043433327,12.6264669887456,10.9074864806603,9.35352568774317,13.2819973030951,9.78265504162625,29.9751140763231,22.9770905220414,27.2860443502283,22.2253903284137,19.0078522679867,11.0893950887578,28.8112128011122,29.3422818142012,31.2612967397315,24.5604982215618,18.6190887261826
"AKT1",184.687279445364,181.569366197821,179.112311188153,221.961104953564,291.152575151587,372.406559491452,378.205366191921,375.049828657274,179.164220989058,187.831580908893,197.55046252727,233.559776725826,274.770085706343,374.945040354,397.241418936193,380.20751927976,157.30072474341,189.207459177785,255.85928194016,349.3357409274,432.747855908826,455.630694423056,155.272122193543,205.147304694345,272.841537080206,389.083147750685,423.007402763577,443.489422665089,209.553958084237,216.923022857179,229.267719433257,269.606701729207,323.489649969097,395.486653819843,413.076093027303,398.721757729071,212.838743658835,216.231281321338,233.979830852553,266.877528191411,308.889296970131,386.558692564605,388.238126939112,370.276168717993,195.457447731692,179.208360584875,257.015169696549,342.504823367628,398.700900399882,396.705057922452,168.457992666494,169.780361149411,242.367247785302,331.121076035271,394.932811402714,404.5843347978
"AKT2",759.506770239042,715.477799887326,722.345946355513,572.998595486452,468.715530700886,246.758647947741,228.59038265633,227.952909596011,757.385535204815,755.586305774954,654.473061737402,534.085126584165,499.23446289995,252.954733642141,214.074616709874,222.31468772855,670.060230075824,687.897111598747,543.686390260438,381.787695002622,295.49718822166,241.379599014559,746.07704103635,614.046354187154,631.33235926326,432.314608611873,265.000722169821,233.975234979184,786.897623015674,778.83703434501,713.50278466692,576.208170044726,375.851174478032,255.08277777586,254.985242609446,230.79975313157,763.285412808059,782.820777419075,736.39703610112,623.577472663792,428.91725740557,281.886247000197,245.730481996567,234.054708572834,658.046595800058,615.917224949211,542.696995187265,365.546371930042,285.916462021457,269.836961608282,656.290563889212,640.706494196162,609.667411028403,367.320236691847,276.831901383032,281.825297537219
"AKT3",376.581372213411,363.588718433307,397.208371862158,316.406183589341,182.278261939234,52.1377143244419,43.3977982110702,40.5857117638654,387.294138014494,401.522000769133,378.057355738461,271.771770434209,217.316073628347,91.0532080641322,53.201975750383,43.4748722669165,379.973179250315,301.759439807351,263.676232186393,144.12485486349,79.7064784018953,66.2191820305423,360.649787364435,327.956575531777,295.799077417051,86.4629217223742,70.6668592452855,51.9944966620409,431.150294674435,417.42773766519,382.394659870857,293.609258621516,169.739240086853,67.6402754175069,67.9021474794218,58.4591479971408,437.728108811613,427.151096365959,381.43239155792,286.686619490604,189.397004831184,69.9130458760393,59.7289426060172,48.106746329503,371.740891581797,348.282277839184,237.429935394429,142.926898977386,68.1829771092013,54.0419329187857,341.754994098991,330.642965955622,267.992840569704,143.162529387634,64.2081596363687,55.8572661785478
"ALCAM",197.426083276302,190.344093932289,208.841515102784,161.237123692103,113.308108773037,26.6658538911267,17.1872468162654,20.3980002129272,203.643256242915,204.030723517866,185.31008092754,141.245653311515,106.460029033412,31.7505422932564,22.3786088473834,21.4080810405271,177.048434776132,143.013952515332,128.337989117271,74.4486005255115,33.0490276300541,29.9054370460515,167.936160528477,167.467187505588,123.617524890708,64.1499096649876,27.6042418926897,28.3606345429313,200.798375546646,191.805076737932,165.41316532365,135.304933348082,74.2609175379983,25.8488009032577,25.4985242609446,18.0691911991163,203.145852457184,185.404920967676,174.637657872822,134.938076051837,92.7854013566914,31.5397199440779,25.9226283346025,18.1412646091055,172.174728732622,165.57682061207,134.033028045242,58.0369832211206,36.163346975046,24.2256940670419,150.210897111356,161.205595434795,159.752423210651,70.3379176643961,34.7355617704946,32.1602441634063
"ALDOA",893.746356425628,899.522089292305,849.288828084656,795.783223383605,890.277997502435,875.595202395207,839.167325804159,1036.3025262815,931.505168681922,909.917237666671,840.40290882189,814.264376382152,880.923292306992,858.576647797812,835.608809603238,1026.59982466651,877.070707660227,859.513854617146,863.364654061643,864.749129180941,880.659383318499,837.352237289443,903.000994317056,781.513541692742,847.663027821998,792.111928037238,897.689946350268,840.183798334341,937.427354340185,988.970725414559,936.401956338145,963.283042660755,896.687949863582,906.565430481318,902.873160156873,1045.88730234885,902.843993745825,968.970296462927,956.796686476025,884.594054117599,859.556305764153,891.654165919038,868.007183822566,1042.63678829297,841.960510582632,803.618534522376,762.073502314374,818.148218691766,810.284993159624,792.366547485094,851.867168181851,763.497139229475,758.334972220355,837.660655821444,832.951753971253,810.353520696356
"ALDOC",45.1694637830101,32.3989947118789,40.5398235199523,51.5785422563448,59.1172741424541,81.9875507697331,59.2960015161157,74.0216090201067,43.0068520604331,38.4893123119784,35.0167878675788,46.6615104689825,64.9845778659963,72.1603233937645,70.5137297643966,81.0213528610716,40.8573311021844,75.7973948331262,71.1692485104866,67.7673158629657,85.5386597483754,79.0357979074215,35.7896735552492,55.822395835196,57.3938508421144,78.0955422008544,69.562689569578,60.2663484037291,101.918295153662,111.262433477859,111.590482909992,121.603167945745,126.799253755357,143.948412215747,141.298452120041,141.820374621635,103.835394690894,111.937910785036,123.928422938079,108.359364102233,123.395018299105,145.47695824206,131.350225015022,156.144456099801,75.6525323219097,84.9294898829155,95.1908035913145,106.112394695332,105.099727146227,115.165222564861,81.6582729263075,85.061675888998,95.8514539263905,111.545990639497,91.9264362007028,83.7858992678217
"ALK",4.8214596172876,3.14990226365489,2.86645216807743,5.63463066665951,2.81510829249781,2.78598473489384,2.57808702243981,3.78519591580092,5.34679782372952,6.72628758850107,2.78894770626734,4.41392666598483,5.73393334111734,4.46081999161454,2.11118951390409,2.63484074344949,5.44764414695791,14.3013952515332,9.33367193580155,3.81787695002622,9.72030224413357,10.6805132307327,13.7652590597113,0,13.2447348097187,13.9456325358669,17.6667148113214,8.2718517416883,10.2194496495542,8.51893342173857,8.1720303141156,7.58490584772248,6.56729202716992,3.25044801777492,3.80364726544478,3.79604857124292,11.4314195989975,8.68697755537977,8.90503637878412,6.36071738964888,6.50454360026287,3.28538749417479,4.27589745725404,3.88741384480832,13.6957170582767,9.99170469210771,8.75317734173007,6.92978904132782,6.40392602683106,4.47243582776158,11.0893950887578,11.6616813718788,16.3012676745562,9.94677623536914,7.01728520616052,5.92425550378538
"ALKBH2",87.8013172411318,95.8470260226418,82.3081265405091,63.7146698460729,62.6361595080765,38.2077906499727,46.4055664039166,34.2770519041972,92.5228492975805,83.7049122124576,76.2312373046405,70.2024526875681,61.3530867499555,43.558595212236,35.4679838335887,39.8519662446734,134.829192637209,167.326324442939,145.838623996899,74.4486005255115,40.8252694253609,40.5859502767841,126.640383349343,167.467187505588,154.521906113386,83.6737952152012,60.7293321639172,46.0860311322634,114.899758222015,119.26506790434,112.43586535628,87.5934288220854,63.6522150325699,48.7567202666238,50.7152968725971,52.992838054551,110.26556821533,109.20771783906,103.397366842549,80.1904728052165,65.8106764261894,52.0405379077286,50.5090387138132,47.4588440220349,120.65274551339,128.464774612813,109.414716771626,88.3548102769297,51.2314082146484,52.9238239618453,135.088994717595,126.906532576328,122.585532912663,67.1407395887417,58.9451957317483,46.1245607080432
"ALKBH3",52.2747726926972,53.5483384821333,52.0056321922619,52.8788416409585,61.9323824349519,77.609574757757,67.8896249242485,72.9701657101624,51.8406919431166,53.0629354203974,51.4405910267086,59.6931034828425,55.0457600747265,78.4579516172204,70.0914918616157,72.4581204448608,58.5621745797975,75.7973948331262,58.3354495987597,79.2209467130444,75.8183575042417,83.3080031997148,82.5915543582675,41.8667968763969,61.8087624453541,83.6737952152012,90.541913408022,86.2635967347494,49.7162415383718,59.3743844545416,60.5857419839605,65.8174088076566,67.6936255108283,79.7133680549566,84.9481222616001,78.5022844533034,52.8703156453634,61.8016403225588,47.7408894751482,57.0192880286383,62.3670945201679,74.3811728681173,75.8971798662588,87.6287870850541,63.261169269183,61.3776145372331,79.872743243287,78.393238530021,85.5112475347442,84.6035777418233,74.6013851425526,80.2598070888127,66.5091721121893,76.7322738157048,79.2953228296138,79.131127086276
"AMBP",9.89668026706402,11.6996369792896,11.0563155054415,9.96896194870529,7.741547804369,3.18398255416439,6.87489872650617,4.41606190176774,8.60137041208659,9.90259006084882,7.12731080490542,7.77691841149707,9.3654244571583,6.29762822345581,5.48909273615062,3.62290602224304,17.7048434776132,22.8822324024531,23.3341798395039,14.3170385625984,9.72030224413357,23.4971291076119,60.5671398627295,13.955598958799,44.1491160323957,16.7347590430402,20.9792238384441,11.8169310595547,23.4771140597866,23.7497537818166,19.1620021158573,21.2866712500599,19.4492879266186,13.775708265808,16.0598440096558,13.969458742174,26.6733123976608,23.3307397201627,23.4994015551248,25.2157010803938,21.6180419655796,16.9525994699419,15.2328846914675,15.5496553792333,29.3479651248787,26.406648114856,21.335869770467,24.6873734597304,23.3554949213839,22.7348821244547,31.2519316137719,24.6953252580962,28.690231107219,30.9060547313255,22.8061769200217,21.5812164780753
"AMER1",21.5696877615498,16.1994973559395,19.2461788428057,19.9379238974105,23.224643413107,20.297888782798,22.343420861145,19.7671342269603,19.0624965889487,20.5525454093089,18.902867786923,15.9742107911832,17.9663244688343,20.4672917262314,14.7783265973287,19.7613055758711,35.4096869552265,57.2055810061328,45.5016506870325,27.6796078876902,34.9930880788808,32.041539692198,46.8018808030183,34.8889973969975,48.5640276356354,55.7825301434675,32.02092059552,29.5423276488868,24.8581207691859,27.3638467486148,18.8802079670946,23.4887406897213,20.2070523912921,21.3600869739495,21.6948769954999,28.2426013700473,20.2431388732247,21.8415435678119,24.7362121632892,20.2179945599554,24.2963834480408,17.8725079683108,20.9786218996526,25.9160922987221,30.0001421276538,27.1203413071496,30.0890471121971,30.3178270558092,28.6293163552447,33.1705657225651,28.2275511350199,30.8691565726203,33.9066367630768,34.4584748153859,26.6656837834099,29.1981164115136
"ANGPT1",7.86659200715343,8.54973471563471,4.91391800241846,10.4023950769099,21.817089266858,17.9099018671747,14.6091597938256,18.7156909170157,4.41691994134177,5.97892230088986,3.71859694168978,10.7195361888203,14.9082266869051,19.9424893742767,14.7783265973287,17.4558199253529,8.17146622043688,11.4411162012266,25.6675978234542,20.9983232251443,38.8812089765342,27.7693343999049,16.5183108716535,6.97779947939948,44.1491160323957,50.2042771291207,27.6042418926897,23.6338621191095,10.4956509914341,10.3259799051376,10.7081776529791,15.169811695445,15.6604656032514,21.8244366907745,20.1452429243928,22.9281333703072,8.33541012426903,10.1761737077306,9.89448486531566,13.402940213903,16.6439792124374,24.3118674568934,22.4484616505836,26.8879457599242,9.13047803885117,10.7053978844011,22.4300169381834,26.8529325351454,34.2798393200956,36.1521896077394,17.1381560462621,14.4056064005561,16.3012676745562,30.1955707145134,28.7708693452581,36.3918552375388
"ANGPT2",8.1203530396423,5.8498184896448,2.86645216807743,6.50149692306867,4.22266243874672,2.38798691562329,5.15617404487963,4.2057732397788,9.29877882387739,4.67103304757019,6.19766156948297,3.78336571370129,7.07185112071137,4.19841881563721,2.95566531946572,3.62290602224304,10.8952882939159,8.58083715091994,19.8340528635783,15.2715078001049,1.94406044882671,10.6805132307327,11.012207247769,13.955598958799,4.41491160323957,13.9456325358669,5.52084837853795,9.45354484764379,7.73363757263561,10.5841294027661,10.4263835042164,6.60620831898411,7.32505649184337,7.42959546919982,4.08539891473699,5.92183577113895,7.62094639933168,9.67977499028029,9.15239850041699,8.17806521526285,8.03502444738357,5.51945099021364,4.94400643494996,4.37334057540936,9.13047803885117,9.27801149981429,18.0534282673183,11.6940190072407,8.28743368178137,10.0629806124636,19.1544096987635,15.7775689148948,14.9971662605917,10.6572602521812,8.77160650770064,12.271672114984
"ANGPTL4",7.10530890968699,3.14990226365489,6.14239750302307,3.9008981538412,2.11133121937336,4.77597383124658,2.57808702243981,2.94404126784516,4.18445047074484,3.36314379425054,4.33836309863808,3.15280476141774,3.82262222741156,3.41121528770523,4.644616930589,3.29355092931185,14.9810214041343,10.0109766760732,11.6670899197519,13.3625693250918,5.83218134648013,8.54441058458611,22.024414495538,20.9333984381985,17.6596464129583,8.36737952152011,9.93752708136828,11.8169310595547,13.2576644102325,14.4563718671927,9.29920690916602,7.34023146553791,8.58799726629909,6.1913295576665,6.05766045978242,5.01078411404065,9.04987384920637,9.67977499028029,8.90503637878412,10.6769184754821,7.46109412971331,7.75351448625251,6.68108977695943,4.04938942167533,8.47830103607608,9.27801149981429,15.3180603480276,14.7258017128216,9.41753827475156,6.33595075599558,5.04063413125356,11.6616813718788,9.12870989775148,11.7229862773993,11.5785205901649,7.1937388260251
"ANLN",230.668778532338,218.243228267518,200.65165176542,168.605486871581,131.606312674273,66.0676379989111,57.1475956640825,65.3997738785605,215.266729772762,256.159452328749,221.566401109016,159.531920927738,159.976740217174,78.195550441243,58.6910684865336,71.4700551660672,156.61976922504,165.896184917786,155.1722959327,93.5379852756427,81.6505388507218,76.8996952612752,178.948367776247,202.356184902585,105.95787847775,86.4629217223742,87.2294043808993,81.5368243109276,204.941395674843,218.136325496033,197.255904133824,169.314672471741,105.834436899392,72.5933390636398,63.112369441454,63.4699321111814,214.100962906224,214.940644655968,210.752527631224,169.922021694906,126.073359781566,77.6665603622919,67.47900674729,66.4099865154756,195.00092382975,189.842389150046,152.633529896418,115.640854627158,93.4219796855355,80.8765478853552,226.82853590641,183.156995664214,154.536017554793,103.375424446158,84.5582867342342,82.9395770529952
